Year,Artist,Title,Category,Award
1995,Staffan William-Olsson med Band,Three shades of blue,Jazz,Nei
1995,Vigleik Storaas Trio,Bilder,Jazz,Ja
1995,Christian Tetzlaff/Leif Ove Andsnes,"Janacek, Debussy, Ravel, Nielsen: Fiolinsonater",Kammermusikk,Nei
1995,Cikada Kvartetten med fler,Black Angels,Kammermusikk,Ja
1995,Torleif Torgersen,Verker av F. Valen og L. Thoresen,Kammermusikk,Nei
1995,Det Norske Kammerorkester m/Iona Brown,"Tchaikovsky, Shostakovich, Stravinsky: Kammermusikk",Orkestermusikk,Nei
1995,Leif Ove Andsnes/Oslo Filharm. Orkester m/Paavo Berglund,Rachmaninov: Pianokonsert nr.3,Orkestermusikk,Nei
1995,Truls Mørk/London Filharm. Orkester m/Mariss Jansons,Shostakovich: Cello konserter,Orkestermusikk,Ja
1995,Green Cortinas,Sleep,Årets nykommer,Ja
1995,Lynni Treekrem,Haugtussa,Beste Kvinnelige Artist,Ja
1995,Mette Hartmann,Swan,Beste Kvinnelige Artist,Nei
1995,Silje,Brevet,Beste Kvinnelige Artist,Nei
1995,Bjørn Eidsvåg,Landet lenger bak,Beste Mannlige Artist,Nei
1995,Morten Harket,Wild seed,Beste Mannlige Artist,Ja
1995,Åge Aleksandersen,Med hud og hår,Beste Mannlige Artist,Nei
1995,DeLillos,Sent og tidlig,Beste Gruppe,Ja
1995,Eriksen,Alt vende tebage,Beste Gruppe,Nei
1995,Hellbillies,Lakafant,Beste Gruppe,Nei
1995,Seigmen,Metropolis,Beste Rockartist,Ja
1995,The Merchants Of Venus,Wish across the land,Beste Rockartist,Nei
1995,Weld,Hello walls,Beste Rockartist,Nei
1995,Knut Reiersrud,Klapp,Åpen Klasse,Nei
1995,Nils Petter Molvær/Robyn Schulkowsky,Hastening westward,Åpen Klasse,Nei
1995,Terje Rypdal,If mountains could sing,Åpen Klasse,Ja
1995,Morten Harket,Wild seed,Årets Album,Ja
1995,Harald Eia/Bård Tufte Johanse/Benny Blanco v/Lille Lørdag,Min drømmesang,Årets Låt,Nei
1995,Jo Nesbø v/Di Derre,Jenter,Årets Låt,Nei
1995,Morten Harket/Håvard Rem v/Morten Harket,A kind of christmas card,Årets Låt,Ja
1995,Per Lillo-Stenberg/Lars Lillo-Stenberg v/DeLillos,Smak av honning,Årets Låt,Nei
1995,Rolf Løvland/Petter Skavlan v/Secret Garden,Nocturne,Årets Låt,Nei
1995,Morten Harket,,Årets Spellemann,Ja
1995,Kim Hiorthøy v/Racer,Kan det være nødvendig å være så sint?,Beste Plateomslag,Ja
1994,Geirr Lystrup,Brakar og Joanna,Barneplater,Nei
1994,Maj Britt Andersen,Rippel rappel,Barneplater,Nei
1994,Terje Formoe,Kaptein Sabeltann og hemmeligheten i Kjuttaviga,Barneplater,Ja
1994,Knut Buen/Leif Rygg/Kåre Nordstoga,Bjølleslåtten,Folkemusikk/Gammaldans,Ja
1994,Knut Hamre,Fargespel,Folkemusikk/Gammaldans,Nei
1994,Sigmund Eikås,Jølstring,Folkemusikk/Gammaldans,Nei
1994,Egil Kapstad Trio,Remembrance,Jazz,Ja
1994,Jan Erik Vold,Obstfelder live på Rebekka West,Jazz,Nei
1994,The Brazz Brothers,All included,Jazz,Nei
1994,Anne-Lise Berntsen/Borealis Ensemble/Christian Eggen,"Arnold Schönberg-Pierrot Lunaire Op. 21, string quartet Op.10",Klassisk musikk/Samtidsmusikk,Nei
1994,Håkon Austbø,Messiaen - Vingt regards,Klassisk musikk/Samtidsmusikk,Ja
1994,Mariss Jansons/Frank P. Zimmermann/Wayne Marshall/Oslo Filh. Orkester,Saint-Saëns - Symfoni no. 3 og fiolinkonsert no. 3,Klassisk musikk/Samtidsmusikk,Nei
1994,Lars Bremnes Band,Stjernesukkertøy,Beste Nykommer,Nei
1994,Stella Getz,Forbidden dreams,Beste Nykommer,Nei
1994,Weld,Natural tools,Beste Nykommer,Ja
1994,Anne Grete Preus,Millimeter,Beste Kvinnelige Artist,Ja
1994,Kari Bremnes,Gåte ved gåte,Beste Kvinnelige Artist,Nei
1994,Mari Boine,Leahkastin,Beste Kvinnelige Artist,Nei
1994,Jonas Fjeld,Nerven i min sang,Beste Mannlige Artist,Ja
1994,Sigvart Dagsland,Stup,Beste Mannlige Artist,Nei
1994,Steinar Albrigtsen,The troubadour,Beste Mannlige Artist,Nei
1994,Eriksen,The water is wide,Beste Gruppe,Nei
1994,The September When,Huggermugger,Beste Gruppe,Nei
1994,Tre Små Kinesere,Hjertemedisin,Beste Gruppe,Ja
1994,Anne Grete Preus,Millimeter,Årets Album,Ja
1994,Kari Bremnes,Gåte ved gåte,Årets Album,Nei
1994,Lynni Treekrem,Tusenfryd,Årets Album,Nei
1994,Anne Grete Preus v/Anne Grete Preus,Millimeter,Beste Låt,Ja
1994,Frode Alnæs/ Øivind Elgenes/Ivar Dyrhaug m/Dance With A Stranger,Long December nights,Beste Låt,Nei
1994,Frode Alnæs/Sidsel Endresen m/Dance With A Stranger,Only love,Beste Låt,Nei
1994,Øystein Sunde,,Årets Spellemann,Ja
1994,Kim Hiorthøy,Motorpsychos Timothy's Monster,Årets plateomslag,Ja
1993,Bukkene Bruse/Geirr Lystrup/Anne Kari Hårnes/Kirsten Bråten Berg,Våre beste barnesanger 2,Barneplater,Ja
1993,Helge Iberg m/flere,Alice lengter tilbake,Barneplater,Nei
1993,Marianne Krogness,På frifot,Barneplater,Nei
1993,Hellbillies,Pela stein,Roots og Country,Ja
1993,Somebody's Darling,Somebody's Darling,Roots og Country,Nei
1993,Stephen Ackles,Let's keep the night,Roots og Country,Nei
1993,Bjørn Odde og Amund Bjørgen,Slåttemusikk frå Lom,Folkemusikk/Gammaldans,Ja
1993,Bukkene Bruse,Bukkene Bruse,Folkemusikk/Gammaldans,Nei
1993,Mari Eggen/ Helene Høye,Sprell levande,Folkemusikk/Gammaldans,Nei
1993,Radka Toneff,Live in Hamburg,Jazz,Ja
1993,The Real Thing,The Real In New York,Jazz,Nei
1993,Totti Bergh/ Plas Johnson,On the trail!,Jazz,Nei
1993,Lars Anders Tomter/Leif Ove Andsnes,Brahms: Sonater for bratsj og piano op.120/ Schumann: Märchenbilder op. 113,Kammermusikk,Nei
1993,Leif Ove Andsnes,Grieg: Piano sonate op7/Lyriske stykker op. 43 og 54,Kammermusikk,Ja
1993,Per Vollestad/Sigmund Hjelset,Grieg: Romanser,Kammermusikk,Nei
1993,Oslo Filharmoniske Orkester/Mariss Jansons,Dvorák: Symfoni 7 & 8,Orkestermusikk,Nei
1993,Oslo Filharmoniske Orkester/Mariss Jansons,Stravinskij: Vårofferet - Petrusjka (1947 suite),Orkestermusikk,Nei
1993,Truls Mørk/Oslo Filharmoniske Orkester/Mariss Jansons,Dvorák:E713 Cello-konsert/Tsjajkovskij: Rokokko-variasjoner,Orkestermusikk,Ja
1993,Trine Rein,Finders keeper,Nykommer,Ja
1993,A-ha,Memorial beach,Pop,Nei
1993,Pogo Pops,Crash,Pop,Ja
1993,The Rambelins,Into the woods,Pop,Nei
1993,Clawfinger,Deaf Dumb Blind,Rock,Nei
1993,DeLillos,Neste sommer,Rock,Ja
1993,Motorpsycho,Demon box,Rock,Nei
1993,Bjørn Eidsvåg,Allemannsland,Visesang,Nei
1993,Jan Eggum,Nesten ikke tilstede,Visesang,Nei
1993,Vamp,"Godmorgen, søster",Visesang,Ja
1993,Knut Reiersrud,Tramp,Åpen Klasse,Nei
1993,Mari Boine,Goaskinviellja,Åpen Klasse,Ja
1993,Tango For 3,Soledad,Åpen Klasse,Nei
1993,The September When,,Årets Spellemann,Ja
1993,Roar Engelberg & Primas,Café Europa,Underholdning og Dansemusikk,Nei
1993,Trio De Janeiro,Brazilikum,Underholdning og Dansemusikk,Ja
1993,Øystein Wiik,Stage,Underholdning og Dansemusikk,Nei
1992,Ann-Cath. Vestly,Lillebror og Knerten 1-4,Barneplater,Nei
1992,Gustav Lorentzen,1. klasse,Barneplater,Ja
1992,Lillibeth Lunde Elgstøen,Kjære lille ungen min,Barneplater,Nei
1992,Claudia Scott,Flowers & thorns,Roots-musikk,Nei
1992,Eriksen,Two blue,Roots-musikk,Ja
1992,Steinar Albrigtsen,Bound to wander,Roots-musikk,Nei
1992,Hauk og Knut Buen,Fykerud'n,Folkemusikk/Gammaldans,Ja
1992,Østerdølens Spellmannslag Høgemo/Seglem,Utla,Folkemusikk/Gammaldans,Nei
1992,Vidar Sandbeck,,Hederspris,Ja
1992,Halle/Eberson/Sletten/Kjellemyr,2,Jazz,Nei
1992,Knut Riisnæs/Jon Christensen,Knut Riisnæs/Jon Christensen,Jazz,Ja
1992,Rob Waring/Carl Morten Iversen/Frank Jakobsen,Secret red thread,Jazz,Nei
1992,Elisabeth Norberg-Schulz,Sanger av Edvard Grieg,Kammermusikk,Nei
1992,Leif Ove Andsnes,"Chopin: Sonater, mazurkaer og etyder",Kammermusikk,Ja
1992,Solveig Kringlebotn/Kjell Bækkelund,Haugtussa,Kammermusikk,Nei
1992,Bergen Filharmoniske Orkester/Kitayenko,Scriabin/Symfoni nr. 3/Le poeme de l'exstase,Orkestermusikk,Nei
1992,Oslo Filharmoniske Orkester/Mariss Jansons,Shostakovich/Symfoni no. 6 & 9,Orkestermusikk,Nei
1992,Truls Mørk/Det Norske Kammerorkester/Iona Brown,Joseph Haydn: Cello konserter,Orkestermusikk,Ja
1992,Bel Canto,"Shimmering, warm and bright",Pop,Ja
1992,Bjørn Eidsvåg,Til alle tider,Pop,Nei
1992,Pogo Pops,Pop trip,Pop,Nei
1992,Barbie Bones,Death in the rocking horse factory,Rock,Ja
1992,DumDum Boys,Transit,Rock,Nei
1992,Yeahlove Swans,Love tech,Rock,Nei
1992,Geirr Lystrup & Godtfolk,Sommar i september,Visesang,Nei
1992,Ole Paus,Biggles' Testamente,Visesang,Nei
1992,Vidar Sandbeck,Legende,Visesang,Ja
1992,Diverse Artister,Æ,Åpen Klasse,Nei
1992,Jakob Sande og Jon Eikemo,Trur eg…,Åpen Klasse,Nei
1992,Ole Edvard Antonsen,Tour de force,Åpen Klasse,Ja
1992,DumDum Boys,,Årets Spellemann,Ja
1992,Bjelleklang,Holiholihooo…,Underholdning,Nei
1992,Elisabeth Andreasson,Stemninger,Underholdning,Nei
1992,Hanne Krogh,Ta meg til havet,Underholdning,Ja
1991,Ann-Cath. Vestly,"Marte og mormor og mormor og Morten, 1-4",Barneplater,Ja
1991,Hogne Moe / Øyvind Berg / Øystein Bache / Rune Gokstad m.fl.,Latterskrinet,Barneplater,Nei
1991,Sesam Stasjon,Sesam stasjon 1,Barneplater,Nei
1991,Rick Danko/Jonas Fjeld/Eric Andersen,1'st Revolution Orchestra,Country,Ja
1991,Stephen Ackles,If this ain't music…,Country,Nei
1991,Kirsten Bråten Berg/Hallvard T. Bjørgum/Eilert Hægeland,Juletid,Folkemusikk/Gammeldans,Nei
1991,Sør-Fron Spelemannslag,Den lykkelige frier,Folkemusikk/Gammeldans,Ja
1991,Ulens Kvintett,Lugume leikje,Folkemusikk/Gammeldans,Nei
1991,Bjørn Alterhaug,Constellations,Jazz,Nei
1991,Masqualero,Re-enter,Jazz,Ja
1991,Leif Ove Andsnes,Verker av Janácek,Kammermusikk,Nei
1991,Per Vollestad/Sigmund Hjelset,Franz Schubert: Lieder,Kammermusikk,Nei
1991,Truls Mørk/Håkon Austbø,"Verker av Franck, Chausson, Debussy, Poulenc",Kammermusikk,Ja
1991,Grex Vocalis,Norske stemninger,Orkester-og Kormusikk,Nei
1991,Leif Ove Andsnes/Bergen Filharmoniske Orkester,"Grieg: Piano konsert, Liszt: Piano konsert no. 2",Orkester-og Kormusikk,Ja
1991,Oslo Filharmoniske Orkester/Mariss Jansons,"Sibelius: Symfoni no. 1, Finlandia, Karelia",Orkester-og Kormusikk,Nei
1991,Dance With A Stranger,Atmosphere,Pop,Nei
1991,Silje,Silje,Pop,Nei
1991,Tre Små Kinesere,Luftpalass,Pop,Ja
1991,Jokke Og Valentinerne,Frelst!,Rock,Ja
1991,Secret Mission,Strange afternoon,Rock,Nei
1991,The September When,Mother I've been kissed,Rock,Nei
1991,Halvdan Sivertsen,Hilsen Halvdan,Visesang,Nei
1991,Jan Eggum,Underveis,Visesang,Nei
1991,Kari Bremnes,Spor,Visesang,Ja
1991,Dollie de Luxe,Which witch på Slottsfjellet,Åpen,Nei
1991,Helge Iberg,Det ondes problem etc.,Åpen,Nei
1991,Knut Reiersrud/Iver Kleive,Blå koral,Åpen,Ja
1991,Dance With A Stranger,,Årets Spellemann,Ja
1991,Arthur (Oluf) Arntzen,Latterkula,Underholdning,Ja
1991,Bjelleklang,Dæng dæng,Underholdning,Nei
1991,Odd R. Antonsen Symphonic Band,The man with the horn,Underholdning,Nei
1990,Geirr Lystrup,Maurits og den store barnålkrigen,Årets Barneplate,Nei
1990,Ludvigsen,Bli Blid!,Årets Barneplate,Ja
1990,Maj Britt Andersen,Tamme erter & villbringebær,Årets Barneplate,Nei
1990,Jan Henrik Kongshaug,,Årets Bransjepris,Ja
1990,Ottar Big Hand Johansen,Blue norwegian moon,Årets Country-Plate,Nei
1990,Steinar Albrigtsen,Alone too long,Årets Country-Plate,Ja
1990,Trond Granlund,Roots,Årets Country-Plate,Nei
1990,Arne M. Sølvberg/Øyvind Lyslo,Syngande strenger,Folkemusikk/Gammaldans,Nei
1990,Hans O. Gorset/Ånon Egeland,For borgere og bønder,Folkemusikk/Gammaldans,Nei
1990,Torleiv & Hallvard Bjørgum,Skjoldmøyslaget: Faremoslåttar frå Setesdal,Folkemusikk/Gammaldans,Ja
1990,Marie Foss/Torstein Grythe,,Juryens Hederspris/Spesialpris,Ja
1990,Jan Erik Vold,Sannheten om trikken,Årets Jazz-Plate,Nei
1990,Morten Gunnar Larsen,Maple leaf rag,Årets Jazz-Plate,Nei
1990,Oslo Groove Company,Anno 1990,Årets Jazz-Plate,Ja
1990,Oslo Filharmoniske Orkester/Mariss Jansons,Mahler symfoni no. 2,Klassisk musikk/Samtidsmusikk,Ja
1990,Oslo Filharmoniske Orkester/Mariss Jansons,Verker av Bartók,Klassisk musikk/Samtidsmusikk,Nei
1990,Truls Mørk/Leif Ove Andsnes,Verker av Chopin og Schumann,Klassisk musikk/Samtidsmusikk,Nei
1990,CC Cowboys,Blodsbrødre,Nykommer,Ja
1990,A-ha,East of the sun west of the moon,Årets Pop-Plate,Nei
1990,Sigvart Dagsland,Alt eg såg,Årets Pop-Plate,Ja
1990,Tre Små Kinesere,365 fri,Årets Pop-Plate,Nei
1990,Backstreet Girls,Coming down hard,Årets Rock-Plate,Nei
1990,Dream Police,Dream police,Årets Rock-Plate,Nei
1990,DumDum Boys,Pstereo,Årets Rock-Plate,Ja
1990,Gitarkameratene,Typisk norsk,Visesang,Ja
1990,Jan Eggum,Da capo,Visesang,Nei
1990,Lars Klevstrand,I fløyterens hjerte,Visesang,Nei
1990,Gitarkameratene,,Årets Spellemann,Ja
1990,Bjørn Eidsvåg,Alt du vil ha,Underholdning,Ja
1990,Tango For 3,Tango for 3,Underholdning,Nei
1990,Vazelina Bilopphøggers,Full behandling,Underholdning,Nei
1989,Knutsen/Nellie Neuf,På frifot,Årets Barneplate,Ja
1989,Marit Carlsen og Simon Flem Devold,Swingende barnetro,Årets Barneplate,Nei
1989,Visvas,Circus Fandango,Årets Barneplate,Nei
1989,Bjørn Nessjøe,,Bransjepris,Ja
1989,Cato Sanden,Skål for dette landet,Årets Country-Plate,Nei
1989,Mostly Robinson,Roll down the highway,Årets Country-Plate,Ja
1989,Teddy Nelson,American dreamer,Årets Country-Plate,Nei
1989,Hallingdal Kraftlag,Til verket med,Folkemusikk/Gammeldans,Nei
1989,Steinar Ofsdal/Per Midtsteigen,Sjøfløyta,Folkemusikk/Gammeldans,Ja
1989,Ulens Kvintett,Selsbrure,Folkemusikk/Gammeldans,Nei
1989,Brazz Bros,Live at Oslo Jazzhus,Årets Jazz-Plate,Nei
1989,Egil Kapstad,Cherokee,Årets Jazz-Plate,Ja
1989,Karin Krog,Something borrowed…something new,Årets Jazz-Plate,Nei
1989,Marianne Hirsti,In recital,Klassisk Musikk/Samtidsmusikk,Nei
1989,Ole Edvard Antonsen/Einar Henning Smebye/Håkon Austbø,Skrjabin: Piano Sonater,Klassisk Musikk/Samtidsmusikk,Ja
1989,Oslo Filharmoniske orkester/Mariss Jansons,Prokofief - Romeo & Julie - suiter,Klassisk Musikk/Samtidsmusikk,Nei
1989,Robert Riefling,Beethoven - Pianosonater,Klassisk Musikk/Samtidsmusikk,Nei
1989,Matchstick Sun,Flowerground,Nykommer,Ja
1989,Dance With A Stranger,To,Årets Pop-Plate,Ja
1989,Fra Lippo Lippi,The Colour Album,Årets Pop-Plate,Nei
1989,The September When,The September When,Årets Pop-Plate,Nei
1989,Backstreet Girls,Party on Elm street,Årets Rock-Plate,Nei
1989,DeLillos,Hjernen er alene,Årets Rock-Plate,Nei
1989,DumDum Boys,Splitter Pine,Årets Rock-Plate,Ja
1989,Alf Cranner,Sanger om fravær og nærvær,Visesang,Nei
1989,Jørn Simen Øverli,Levende bandasjer,Visesang,Ja
1989,Kari Bremnes,Blå krukke,Visesang,Nei
1989,Mari Boine Persen,Gula Gula - Hør stammødrenes stemme,Åpen Klasse,Ja
1989,Roar Engelberg/Stein Erik Olsen,Mosaic,Åpen Klasse,Nei
1989,Terje Rypdal,The Singles Collection,Åpen Klasse,Nei
1989,Øystein Sunde,,Årets Spellemann,Ja
1989,Holy Toy,Dummy Cruise Missile,Cover,Ja
1989,Sissel Kyrkjebø,Soria Moria,Underholdning,Nei
1989,Vazelina Bilopphøggers,Tempo,Underholdning,Nei
1989,Øystein Sunde,Kjekt å ha,Underholdning,Ja
1988,Eli & Terje,Jul i Portveien,Årets Barneplate,Nei
1988,Maj Britt Andersen,Folk er rare! 2!,Årets Barneplate,Nei
1988,Tone Hulbæk Mo/Hans Fredrik Jacobsen,Langt nord i skogen,Årets Barneplate,Ja
1988,Jan Dahlen,Hillbilly touch,Årets Country-plate,Nei
1988,Ottar Big Hand Johansen,Game of hearts,Årets Country-plate,Ja
1988,Stephen Ackles And The Memphis News,Stephen Ackles And The Memphis News,Årets Country-plate,Nei
1988,Honndalstausene,Honndalstausene,Folkemusikk/Gammaldans,Nei
1988,Kirsten Bråten Berg,Min kvedarlund,Folkemusikk/Gammaldans,Ja
1988,Ulens Kvintett,Elvesøg,Folkemusikk/Gammaldans,Nei
1988,Harald Sæverud,,Spesialpris,Ja
1988,Jan Erik Vold/Chet Baker,Blåmann! Blåmann!,Årets Jazz-Plate,Nei
1988,OSLO 13,Off balance,Årets Jazz-Plate,Ja
1988,Out to lunch,Out to lunch,Årets Jazz-Plate,Nei
1988,Det Norske Kammerorkester,Britten/Mozart/Tsjaikovski,Klassisk Musikk/Samtidsmusikk,Ja
1988,Oslo Filharmoniske Orkester,Johan Svendsen symfoni nr. 1 & 2,Klassisk Musikk/Samtidsmusikk,Nei
1988,Truls Mørk/Juhani Lagerspetz,Brahms' Cellosonater,Klassisk Musikk/Samtidsmusikk,Nei
1988,A-ha,Stay on these roads,Årets Pop-Plate,Nei
1988,Bjørn Eidsvåg,Vertigo,Årets Pop-Plate,Nei
1988,Dance with a stranger,Dance with a stranger,Årets Pop-Plate,Ja
1988,DumDum Boys,Blodig alvor na na na na na,Årets Rock-Plate,Ja
1988,Mercury Motors,This Is,Årets Rock-Plate,Nei
1988,Raga Rockers,Forbudte følelser,Årets Rock-Plate,Nei
1988,Geirr Lystrup,Egg og Champagne,Visesang,Ja
1988,Lillebjørn Nilsen,Sanger,Visesang,Nei
1988,Solfrid Hoff,Prinsessa i Tårnet,Visesang,Nei
1988,Arve Tellefsen,Pan,Åpen Klasse,Ja
1988,Einar Steen Nøkleberg/Knut Buen,Slåtter,Åpen Klasse,Nei
1988,Sigmund Groven,Aria,Åpen Klasse,Nei
1988,Dance with a stranger,Dance with a stranger,Årets Spellemann,Nei
1988,Det Norske Kammerorkester,Britten/Tsjaikovski/Mozart,Årets Spellemann,Ja
1988,Jahn Teigen,Klovn uten scene,Årets Spellemann,Nei
1987,Gustav Lorentzen,Ludvigsens Hostesaft,Årets Barneplate,Ja
1987,Maj Britt Andersen,Tida går så altfor fort,Årets Barneplate,Nei
1987,Visvas,Barneval,Årets Barneplate,Nei
1987,Cato Sanden,Once A Hero,Årets Country-Plate,Ja
1987,Olav Stedje,Eg kjem likevel,Årets Country-Plate,Nei
1987,Ottar (Big Hand) Johansen,Big Hand,Årets Country-Plate,Nei
1987,Arve Moen Bergset,Arvesølv,Folkemusikk/Gammaldans,Ja
1987,Hallvard T./Torleiv H. Bjørgum,Dolkaren,Folkemusikk/Gammaldans,Nei
1987,Stubseid og Møller med Braathen Berg,Rameslåtten,Folkemusikk/Gammaldans,Nei
1987,Dissimillis,,Hederspris,Ja
1987,Bjørn Johansen,Take one,Årets Jazz-Plate,Ja
1987,Per Husby Orchestra,Your eyes,Årets Jazz-Plate,Nei
1987,Speak Low,Speak low,Årets Jazz-Plate,Nei
1987,Oslo Filharmoniske orkester,Sjostakovitsj: Symfoni nr. 5,Klassisk Musikk/Samtidsmusikk,Ja
1987,Oslo Filharmoniske orkester,Tsjaikovski: 1812-ouverture,Klassisk Musikk/Samtidsmusikk,Nei
1987,Robert Riefling,Robert Riefling interprets Bach,Klassisk Musikk/Samtidsmusikk,Nei
1987,Truls Otterbech Mørk,Samtidsmusikk for cello solo,Klassisk Musikk/Samtidsmusikk,Nei
1987,Zubicky/Tønnesen/Tomter/Otterbech Mørk,Mozart/Carlstedt/Britten,Klassisk Musikk/Samtidsmusikk,Nei
1987,Anita Skorgan,White Magic,Årets Pop-Plate,Nei
1987,Fra Lippo Lippi,Light And Shade,Årets Pop-Plate,Nei
1987,Tomboy,Back To The Beat,Årets Pop-Plate,Ja
1987,DeLillos,Før var de morsomt med sne,Årets Rock-Plate,Nei
1987,Marius Müller,Boom boom,Årets Rock-Plate,Nei
1987,TNT,Tell no tales,Årets Rock-Plate,Ja
1987,Kari Bremnes,Mitt ville hjerte,Visesang,Ja
1987,Kine Hellebust og Anders Rogg,Mot Yttersida,Visesang,Nei
1987,Lars Klevstrand,Her!,Visesang,Nei
1987,Bjoner/Fjeld/Johannessen,Neonlys på Wergeland,Åpen Klasse,Nei
1987,Dollie de Luxe,Which Witch,Åpen Klasse,Ja
1987,Jon Eberson/Sidsel Endresen,Pigs And Poetry,Åpen Klasse,Nei
1987,Jørn Hoel,,Årets Spellemann,Ja
1987,Oslo Filharmoniske Orkester,,Årets Spellemann,Nei
1987,Tomboy,,Årets Spellemann,Nei
1986,Eli Rygg og Jarl Goli,Flere sanger fra Portveien 2,Barneplate,Nei
1986,Maj Britt Andersen,Folk er rare!,Barneplate,Ja
1986,Sigmund Groven/Ove Røsbakk,Marit og trollsteinen,Barneplate,Nei
1986,Svein Gundersen,,Bransjepris,Ja
1986,Dalakopa,Dalakopa,Folkemusikk/Gammaldans,Ja
1986,Hans W Brimi/Jon Faukstad/Mary Barthelemy,Bak gamle dører,Folkemusikk/Gammaldans,Nei
1986,Tiriltunga,Tiriltunga,Folkemusikk/Gammaldans,Nei
1986,A-ha,,Juryens Hederspris,Ja
1986,Bjørn Johansen Quartet,Dear Henrik,Jazz,Nei
1986,Karin Krog,Freestyle,Jazz,Nei
1986,Masqualero,Bande a part,Jazz,Ja
1986,Arve Tellefsen/Eva Knardahl,Griegs Sonater nr 1 og 2 for fiolin/klaver,Klassisk/Samtidsmusikk,Nei
1986,Edith Thallaug/Eva Knardahl,Div. sanger,Klassisk/Samtidsmusikk,Nei
1986,Tellefsen/Knardahl/Kvalbein/Bratlie,Griegs Sonater for fiolin/klaver (nr. 3) og cello/klaver,Klassisk/Samtidsmusikk,Ja
1986,A-ha (Steve Barron),Hunting High and Low,Årets Musikkvideo,Ja
1986,Thowsen (Carl Fredrik Normann),Black Rain,Årets Musikkvideo,Nei
1986,Tone Hulbækmo (Sverre Pedersen),Svevende jord,Årets Musikkvideo,Nei
1986,A-ha,Scoundrel days,Pop,Ja
1986,Bjørn Eidsvåg,Dansere i natten,Pop,Nei
1986,Egil Eldøen,Here We Go Again,Pop,Nei
1986,Can Can,European rainbow,Rock,Nei
1986,Jonas Fjeld Band,Time and Motion,Rock,Ja
1986,Åge Aleksandersen,Eldorado,Rock,Nei
1986,Henning Sommerro,Neonlys på Ivar Aasen,Viser,Ja
1986,Jørn Simen Øverli,Den røde bussen,Viser,Nei
1986,Ryfylke,Trekkfuglar,Viser,Nei
1986,Det Norske Kammerkor,Vinjesvingen,Åpen Klasse,Ja
1986,Roar Engelberg,Panorama,Åpen Klasse,Nei
1986,Svein Gundersen/Jørn Hoel m.fl.,Filmmusikk: Drømmeslottet,Åpen Klasse,Nei
1986,Sissel Kyrkjebø,Sissel,Årets Spellemann,Ja
1986,Vazelina Bilopphøggers,Musikk tel arbe',Årets Spellemann,Nei
1986,Åge Aleksandersen,Eldorado,Årets Spellemann,Nei
1985,C-Blokk Bandet,C-Blokk Bandet,Barneplater,Nei
1985,Harry Halvsjuk & The Håpløse,Harry Halvsjuk,Barneplater,Ja
1985,Mabben Max og Fred Avsted,Har du hørt det?,Barneplater,Nei
1985,Erling Lund,Lydtekniker,Årets Bransjepris,Nei
1985,Hallvard Kvaale,Plateprodusent,Årets Bransjepris,Ja
1985,Rolv Løvland,Opphavsmann,Årets Bransjepris,Nei
1985,Bjøro Håland,Just For You,Country & Western,Nei
1985,Claudia/Big Hand/Casino,Oh Yeah!,Country & Western,Ja
1985,Gone At Last,Gone At Last,Country & Western,Nei
1985,Elisabeth Kværne,På langeleik,Folkemusikk/Gammaldans,Ja
1985,Geir Egil Larsen,Fløytelåt og dansarslått,Folkemusikk/Gammaldans,Nei
1985,Sondre Bratland,Kjeldevatn,Folkemusikk/Gammaldans,Nei
1985,Bobbysocks / Rolf Løvland,,Hederspris,Ja
1985,Forente Artister,Sammen for livet,Hederspris,Ja
1985,Egil Kapstad,Epilog,Jazz,Nei
1985,Per Husby,Dedications,Jazz,Ja
1985,Terje Rypdal,Chaser,Jazz,Nei
1985,Arne Nordheim,Wirklicher Wald og Aurora,Klassisk Musikk/Samtidsmusikk,Nei
1985,Bergen Blåsekvintett,The Bergen Wind Quartet,Klassisk Musikk/Samtidsmusikk,Nei
1985,Robert Riefling,Das wohltemperierte Klavier,Klassisk Musikk/Samtidsmusikk,Ja
1985,A-ha,Hunting High And Low,Pop,Ja
1985,Egil Eldøen,Welcome into my heart,Pop,Nei
1985,The Monroes,Face Another Day,Pop,Nei
1985,Jonas Fjeld Band,Neck'n neck,Rock,Ja
1985,Stage Dolls,Soldiers's gun,Rock,Nei
1985,Terje Tysland,Frekk og Fredelig,Rock,Nei
1985,Alf Cranner,Din tanke er fri,Visesang,Nei
1985,Halvdan Sivertsen,Amerika,Visesang,Ja
1985,Lillebjørn Nilsen,Hilsen Nilsen,Visesang,Nei
1985,Frode Thingnæs,Flåklypaballetten,Åpen Klasse,Nei
1985,Kalenda Maya,Medieval And Renaissance Music,Åpen Klasse,Ja
1985,Sigmund Groven,Colour Slides,Åpen Klasse,Nei
1985,A-ha,Hunting high and low,Årets Spellemann,Ja
1985,Jon Eberson Group,Stories,Årets Spellemann,Nei
1985,Jonas Fjeld Band,Neck'n neck,Årets Spellemann,Nei
1985,Knut Buen,På gamle tufter,Årets Spellemann,Nei
1985,Terje Rypdal,Chaser,Årets Spellemann,Nei
1984,Bjørn Rønningen,Familien Spøk,Årets Barneplate,Nei
1984,Trollongan,Sprell,Årets Barneplate,Nei
1984,Visvas,Kompis med Albert Åberg,Årets Barneplate,Ja
1984,Sigurd (Totto) Johannessen,,Spesialpris/Juryens Hederspris,Ja
1984,Cato Sanden,Cato Sanden,Country & Western,Ja
